央视全网,#genre#
海盐新闻频道,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
韩国●韩国Good,http://mobliestream.c3tv.com:554/live/goodtv.sdp/playlist.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北公共,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
河北购物,http://weblive.hebtv.com/live/sjgw_bq/index.m3u8
河北晋州综合,http://zhjz.chinashadt.com:2036/live/1.stream/playlist.m3u8
河北经济,http://weblive.hebtv.com/live/hbjj_lc/index.m3u8
河北农民,http://wuqiao.chinashadt.com:2035/live/di1.stream/playlist.m3u8
河北少儿,http://weblive.hebtv.com/live/hbse_lc/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河南移动戏曲宝,http://117.158.206.60:9080/live/xqb.m3u8
横山综合频道,http://stream.hsqtv.cn/2/sd/live.m3u8
红河县综合,http://live.hhtv.cc:9099/hhtv/hhtv.m3u8
红河州经济生活,http://live.hhtv.cc:9099/ch2/ch2.m3u8
红河州新闻综合,http://221.3.215.43:9099/ch1/ch1.m3u8
湖南都市,http://hnsd.chinashadt.com:2036/live/stream:hunandushi.stream/playlist.m3u8
湖州公共民生,http://live2.hzitv.cn/tslslive/z6NexHK/hls/live_sd.m3u8
湖州文化娱乐,http://live2.hzitv.cn/tslslive/rk8Z088/hls/live_sd.m3u8
湖州新闻综合,http://live2.hzitv.cn/tslslive/zyys888/hls/live_sd.m3u8
怀柔电视台,http://live.huairtv.com:1935/dvrLive/hrtvmb/playlist.m3u8
怀柔高清,http://live.huairtv.com:1935/dvrLive/_definst_/hrtvmb/playlist.m3u8
黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
黑龙江影视,http://stream3.hljtv.com/hljys2/sd/live.m3u8
黑龙江文艺,http://stream3.hljtv.com/hljwy2/sd/live.m3u8
黑龙江都市,http://stream3.hljtv.com/hljdd2/sd/live.m3u8
黑龙江新闻,http://stream3.hljtv.com/hljxw2/sd/live.m3u8
黑龙江公共,http://stream3.hljtv.com/hljgg2/sd/live.m3u8
黑龙江少儿,http://stream3.hljtv.com/hljse2/sd/live.m3u8
吉林都市频道,http://stream1.jlntv.cn/dspd/playlist.m3u8?_upt=a9a201ef1578416337
吉林生活频道,http://stream1.jlntv.cn/shpd/playlist.m3u8?_upt=411141331578416402
吉林乡村频道,http://stream1.jlntv.cn/xcpd/playlist.m3u8?_upt=5f2ff2dc1578416455
吉林公共新闻,http://stream1.jlntv.cn/ggpd/playlist.m3u8?_upt=f83e9b1e1578416483
吉林篮球频道,http://stream1.jlntv.cn/lqpd/playlist.m3u8?_upt=2d83155d1578416512
东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=4324704f1578416540
吉林教育,http://stream1.jletv.cn/jljy/sd/live.m3u8
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8
极速汽车,http://202.107.188.232:5002/jishuqiche_hdcq-1.m3u8?token=AQoPKgIKDyoDCg8q_yoongoo&ct=wifi&gid=
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8
济南都市,http://ts1.ijntv.cn/jnds/sd/live.m3u8
济南商务,http://ts1.ijntv.cn/jnsw/sd/live.m3u8
济南少儿,http://ts2.ijntv.cn/jnse/sd1/live.m3u8
济南生活,http://ts2.ijntv.cn/jnsh/sd/live.m3u8
济南新闻,http://ts1.ijntv.cn/xwhd/hd/live.m3u8
济南影视,http://ts1.ijntv.cn/yshd/hd/live.m3u8
济南娱乐,http://ts2.ijntv.cn/jnyl/sd/live.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JTV3/index.m3u8
济宁教育频道,http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
济宁综合频道,http://lives.jnnews.tv/video/s10001-JTV1/index.m3u8
绩溪新闻频道,http://124.112.228.134:1935/live/zongyi/playlist.m3u8
嘉佳卡通,http://nclive.grtn.cn/jjkt/sd/live.m3u8
犍为新闻综合,http://tv.scwlqw.cn:3100/hls/kqcyufpi/index.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江门综合,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
江阴民生频道,http://w3.wifijiangyin.com:1936/live/mspd_gq/playlist.m3u8
江阴新闻综合,http://w3.wifijiangyin.com:1936/live/xwzh_gq/playlist.m3u8
江油文教,http://vod.scjygd.com:1935/live/smil:whjy_copy.smil/playlist.m3u8
江油新闻,http://vod.scjygd.com:1935/live/smil:xwzh_copy.smil/playlist.m3u8
金昌公共频道,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金华都市农村,http://stream.jinhua.com.cn/dsnc/app/live.m3u8
金华公共频道,http://stream2.jinhua.com.cn/jjsh/app/live.m3u8
金华教育科技,http://stream.jinhua.com.cn/jykj/app/live.m3u8
金华新闻综合,http://stream2.jinhua.com.cn/xwzh/app/live.m3u8
金乡生活频道,http://sdjx.chinashadt.com:2035/live/di1.stream_360p/playlist.m3u8
金乡新闻频道,http://sdjx.chinashadt.com:2035/live/di2.stream_360p/playlist.m3u8
金鹰卡通,http://202.107.188.150:5002/jinyingkatong_hdcq-1.m3u8?token=tocMZLeHDGS4hwxk_yoongoo&ct=wifi&gid=jinyingkatong_hdcq&sid=jinyingkatong_hd
晋江侨乡,http://stream.jinjiang.tv/1/sd/live.m3u8
晋中公共频道,http://jzlive.jztvnews.com:8092/live/jzgg.m3u8
晋中新闻频道,http://jzlive.jztvnews.com:8092/live/jzzh.m3u8
荆州新闻,http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_216.m3u8
睛彩哈萨克,http://202.107.188.150:5002/qincaihasake_hdcq-1.m3u8?token=4Xb7JeJ2XyXjdvsl_yoongoo&ct=wifi&aamp;gid=qincaihasake_hdcq&sid=qincaihasake_hd
景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
九寨沟旅游资讯,http://111.231.194.231:85/live/lyzx.m3u8
九寨沟新闻综合,http://111.231.194.231:85/live/xwzh.m3u8
句容党建频道,http://218.3.92.100:1937/live/dangjian/playlist.m3u8
句容生活频道,http://218.3.92.100:1937/live/shenghuo/playlist.m3u8
句容新闻综合,http://218.3.92.100:1937/live/jrxwzh/playlist.m3u8
句容影视,http://218.3.92.100:1937/live/yingshi/chunklist_w365370764.m3u8
卡酷少儿,http://121.31.30.90:8085/ysten-business/live/kakukaton/1.m3u8
开州生活频道,http://kaixianlive.cbg.cn:10345/5.m3u8
开州综合频道,http://kaixianlive.cbg.cn:10345/1.m3u8
滥曜酆掀档,http://hbyn.chinashadt.com:1936/live/stream:ynzh.stream_360p/playlist.m3u8
乐清生活频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_171.m3u8
乐清新闻频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_170.m3u8
乐亭新闻综合,http://tv.lnshw.com.cn:3100/hls/cfyxlgdz/index.m3u8
梨园频道,http://hnnz.chinashadt.com:1935/live/1004.stream/playlist.m3u8
梁平综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/playlist.m3u8
辽宁公共,http://lms.csytv.com/Live/124/live/livestream.m3u8
辽宁经济,http://lms.csytv.com/Live/123/live/livestream.m3u8
锦州新闻,http://stream.jzgbdst.cn/1/sd/live.m3u8?_upt=8842ef681578202947
锦州2,http://stream.jzgbdst.cn/2/sd/live.m3u8?_upt=07cad3811578202958
锦州3,http://stream.jzgbdst.cn/3/sd/live.m3u8?_upt=b7c414761578202967
辽阳1,http://lssplay.tcgqxx.com:280/qxdq/5a604500e9111.m3u8?auth_key=1831618560-2875f891cf7b1ca600b902263d3af6b0
辽阳2,http://lssplay.tcgqxx.com:280/qxdq/5a60491a9e371.m3u8?auth_key=1831619610-379e3954000750d9285d87f20337b613
辽阳3,http://lssplay.tcgqxx.com:280/qxdq/5a6049403b86c.m3u8?auth_key=1831619648-e8ffb6a1e5cb544f03bf3aba746638da
滨城综合频道,http://sdbz.chinashadt.com:2036/live/1.stream/playlist.m3u8
鞍山公共频道,http://live2.asbctv.com/hls-live/livepkgr/_definst_/liveevent/6VD2t6OWb3SFZxUQL6FW0X7ojmndKJS9fdRjpdhgB71.m3u8
鞍山图文频道,http://live2.asbctv.com:8134/hls-live/livepkgr/_definst_/liveevent/3GtPeVD2t6OWb3SFZxUQL6FW0X7ojmndKJS9fdRjpdhgB71.m3u8
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
临朐生活频道,http://sdlqx.chinashadt.com:2036/live/lqsh.stream/playlist.m3u8
临朐先锋频道,http://sdlqx.chinashadt.com:2036/live/lqxf.stream/playlist.m3u8
临朐新闻频道,http://sdlqx.chinashadt.com:2036/live/lqxw.stream/playlist.m3u8
临漳百姓频道,http://hblz.chinashadt.com:1538/live/di4.stream/playlist.m3u8
临漳公共频道,http://hblz.chinashadt.com:1538/live/di3.stream/playlist.m3u8
六安公共频道,http://live.china-latv.com/channel2/sd/live.m3u8
六安新闻综合,http://live.china-latv.com/channel1/sd/live.m3u8
龙口生活频道,http://yslk.chinashadt.com:1635/live/stream:di2.stream/playlist.m3u8
龙口图文频道,http://yslk.chinashadt.com:1635/live/stream:di4.stream/playlist.m3u8
龙口新闻综合,http://yslk.chinashadt.com:1635/live/stream:di1.stream/playlist.m3u8
龙口影视频道,http://yslk.chinashadt.com:1635/live/stream:di3.stream/playlist.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
娄底公共频道,http://119.39.242.52:1935/live/gonggong/playlist.m3u8
娄底综合频道,http://218.77.102.118:1935/live/zonghe/playlist.m3u8
鹿泉二套,http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
鹿泉一套,http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
滦县综合频道,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦县综艺频道,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
洛阳综合频道,http://live1.lytv.com.cn:1935/live/LYTV1-2/playlist.m3u8
绿春综合,http://live.hhtv.cc:9098/lctv/lctv.m3u8
马边电视台,http://file.mb.leshantv.net:9001/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
蒙自综合,http://223.255.28.42:9090/mz1/mz1.m3u8
民权商务信息,http://hnmq.chinashadt.com:2037/live/stream:mqsw.stream/playlist.m3u8
民权新闻综合,http://hnmq.chinashadt.com:2037/live/stream:mqxw.stream/playlist.m3u8
南川旅游经济,http://221.5.213.4:30000/2222.m3u8
南川新闻综合,http://221.5.213.4:30000/1111.m3u8
南阳公共频道,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
南阳科教频道,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8
南阳新闻频道,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8
南召一套,http://hnnz.chinashadt.com:1935/live/1002.stream/playlist.m3u8
宁德公共频道,http://220.161.247.82:8199/live/nd2_696.m3u8
宁德新闻综合,http://220.161.247.82:8199/live/nd1_1128.m3u8
宁化电视一套,http://fjnh.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
平乡综合频道,http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
屏边综合,http://221.3.215.44:9099/pbtv/pbtv.m3u8
萍乡公共频道,http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv3stream.m3u8
萍乡教育频道,http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8
萍乡新闻综合,http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8
綦江综合频道,http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
迁安快乐3频道,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
迁安生活影视,http://app.qatv.cn:1937/live/stream:shfw.stream_720p/playlist.m3u8
迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
前郭综合频道,http://stream2.jlntv.cn/qg/sd/live.m3u8
黔西南公共,http://live.qxndt.com/channel3/sd/live.m3u8
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8
钦州综合频道,http://live.gxqztv.com/cspd1/sd/live.m3u8
沁阳文化旅游,http://live.qinyangtv.com/channel2/sd/live.m3u8
沁阳新闻综合,http://live.qinyangtv.com/channel1/sd/live.m3u8
青州生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
清丰党建频道,http://hnqf.chinashadt.com:2036/live/4.stream/playlist.m3u8
清丰有线频道,http://hnqf.chinashadt.com:2036/live/2.stream/playlist.m3u8
清丰综合频道,http://hnqf.chinashadt.com:2036/live/5.stream/playlist.m3u8
泉州四台,http://live.qztvxwgj.com/live/mny.m3u8
泉州一台,http://live.qztvxwgj.com/live/news.m3u8
仁寿生活资讯,http://118.122.224.176:8091/live/shzx.m3u8
仁寿新闻综合,http://118.122.224.176:8091/live/xwzh.m3u8
荣昌文化生活,http://183.64.181.25:40023/rongchang02.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
如东生活服务,http://live1.rdxmt.com/shfw/sd/live.m3u8
如东新闻综合,http://live1.rdxmt.com/xwzh/sd/live.m3u8
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三亚新闻综合,http://hnsy.chinashadt.com:1935/live/syzb.stream/playlist.m3u8
沙河新闻综合,http://hbsh.chinashadt.com:2036/live/1.stream/playlist.m3u8
厦门二套,http://cstvpull.live.wscdns.com/live/xiamen2.flv
厦门三门,http://cstvpull.live.wscdns.com/live/xiamen3.flv
厦门四套,http://cstvpull.live.wscdns.com/live/xiamen4.flv
厦门卫视,http://cstvpull.live.wscdns.com/live/xiamen.flv
厦门一套,http://cstvpull.live.wscdns.com/live/xiamen1.flv
厦门移动电视,http://cstvpull.live.wscdns.com/live/xiamenyidong.flv
山东教育,http://121.31.30.90:8085/ysten-business/live/shandongjy/yst.m3u8
山西黄河,http://live3.sxrtv.com/flvss?bitrate=512000&channel=HuangHeNews&start=0&provider=www.tvmining.com
陕西都市青春,http://stream.snrtv.com/sxtvs-2.m3u8
陕西公共频道,http://stream.snrtv.com/sxtvs-5.m3u8
陕西生活频道,http://stream.snrtv.com/sxtvs-3.m3u8
陕西体育休闲,http://stream.snrtv.com/sxtvs-7.m3u8
陕西新闻资讯,http://stream.snrtv.com/sxtvs-1.m3u8
上高综合频道,http://jxsg.chinashadt.com:1936/live/TV1.stream_aac/playlist.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
上杭综合频道,http://fjsh.chinashadt.com:1935/live/fjds.stream/playlist.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
邵东综合频道,http://hnsd.chinashadt.com:2036/live/stream:shaodong.stream/playlist.m3u8
邵武综合,http://r.gslb.lecloud.com/live/hls/201606033000003fc13/desc.m3u8
涉县新闻综合,http://hbsx.chinashadt.com:2036/live/stream:sxzh.stream/playlist.m3u8
深州影视频道,http://hbsz.chinashadt.com:2036/live/stream:szys.stream_360p/playlist.m3u8
深州综合频道,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream_360p/playlist.m3u8
沈阳新闻,http://lms.csytv.com/Live/122/live/livestream.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
双流综合,http://streaming.sltv.net/live/1f9c43a006c947aba1afccfbe9f35b2e.m3u8?fmt=h264_550k_ts&m3u8
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8
肃北综合频道,http://124.152.39.138:8011/hls-live/livepkgr1/_definst_/liveevent/livestream.m3u8
睢宁综合频道,http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8
绥江综合频道,http://60.160.23.32:6055/sjtv/sjtv.m3u8
太仓党建频道,http://58.211.172.37:1935/live/djpdpc/playlist.m3u8
太仓娄东民生,http://58.211.172.37:1935/live/ldmspc/playlist.m3u8
太仓新闻频道,http://58.211.172.37:1935/live/tcxwpc/playlist.m3u8
太康新农村,http://hntk.chinashadt.com:2036/live/stream:xnc.stream/playlist.m3u8
太康综合,http://hntk.chinashadt.com:2036/live/stream:zonghe.stream/playlist.m3u8
桃江经济频道,http://hntj.chinashadt.com:2036/live/tv12.stream_360p/playlist.m3u8
桃江综合频道,http://hntj.chinashadt.com:2036/live/tv11.stream_360p/playlist.m3u8
天水公共频道,http://61.178.129.74:5021/live_hls/3/playlist.m3u8
天水新闻综合,http://61.178.129.74:5021/live_hls/1/playlist.m3u8
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
铜仁城市生活,http://media.trrtv.com:8083/videos/live/53/2/XSpPeSTEmkFgY/XSpPeSTEmkFgY.M3U8
铜仁新闻综合,http://media.trrtv.com:8083/videos/live/10/37/iY2ZjcOkrjAJN/iY2ZjcOkrjAJN.M3U8
万盛新闻综合,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8
万载综合频道,http://jxwz.chinashadt.com:2036/live/tv1.stream/playlist.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
温江电视台,http://tp01.videocc.net/cnbaina/cnbaina/playlist.m3u8
温州公共频道,http://hls.dhtv.cn:8080/live/v4_14.m3u8
温州经济科教,http://hls.dhtv.cn:8080/live/v2_12.m3u8
文水时尚秀,http://sxws.chinashadt.com:1938/live/tv11.stream_360p/playlist.m3u8
文水新闻综合,http://sxws.chinashadt.com:1938/live/tv10.stream_360p/playlist.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.M3U8
乌海综合频道,http://1.31.80.38:180/livestream3/playlist.m3u8
无线财经台,http://e1.vdowowza.vip.hk1.tvb.com/tvblive/smil:mobilehd_financeintl.smil/chunklist.m3u8
芜湖公共频道,http://live1.wuhubtv.com/channel3/sd/live.m3u8
芜湖教育频道,http://live1.wuhubtv.com/channel4/sd/live.m3u8
芜湖生活频道,http://live1.wuhubtv.com/channel2/sd/live.m3u8
芜湖县新闻综合,http://220.178.172.47:8090/live/ch0.m3u8
芜湖县影视频道,http://220.178.172.47:8090/live/ch1.m3u8
芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8
吴江新闻综合,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
吴桥生活,http://wuqiao.chinashadt.com:2035/live/di6.stream/playlist.m3u8
吴桥综合,http://wuqiao.chinashadt.com:2035/live/di5.stream/playlist.m3u8
武进生活频道,http://live.wjyanghu.com/live/CH2.m3u8
武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8
西安-1,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安-2,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安-3,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安-4,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安音乐综艺,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8
西山电视台,http://218.26.97.12:5021/live_hls/1/c01.m3u8
仙桃生活文体,http://221.233.242.239:280/live/72/playlist.m3u8
仙桃新闻综合,http://221.233.242.239:280/live/71/playlist.m3u8
香港耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
辛集生活频道,http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
辛集新闻频道,http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新泰生活频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8
新泰乡村党建,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
新泰综合频道,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
徐州-1,http://stream1.huaihai.tv/xwzh/playlist.m3u8
徐州-2,http://stream1.huaihai.tv/jjsh/playlist.m3u8
徐州-3,http://stream1.huaihai.tv/wyys/playlist.m3u8
徐州-4,http://stream1.huaihai.tv/ggpd/playlist.m3u8
宣汉城市公众,http://60.255.77.232/1000/1000.m3u8
宣汉新闻综合,http://60.255.77.232/1001/1001.m3u8
炫动卡通,http://121.31.30.90:8085/ysten-business/live/xuandongkaton/1.m3u8
延安公共,http://stream2.liveyun.hoge.cn/YATV2/sd/live.m3u8
延安综合,http://stream2.liveyun.hoge.cn/YATV1/sd/live.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10016-ybtv2-sd/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-cys-sd/index.m3u8
延边新闻综合,http://live.ybtvyun.com/video/s10016-ybtv1-sd/index.m3u8
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/1.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
叶县二套,http://hnyx.chinashadt.com:1935/live/1002.stream/playlist.m3u8
叶县三套,http://hnyx.chinashadt.com:1935/live/1003.stream/playlist.m3u8
叶县一套,http://hnyx.chinashadt.com:1935/live/yexian1001.stream/playlist.m3u8
宜兴新闻频道,http://live-dft-hls-yf.jstv.com/live/yixing_xw/online.m3u8
宜章社会法制,http://hnyz.chinashadt.com:2036/live/stream:tv2.stream/playlist.m3u8
银川公共,http://stream.ycgbtv.com.cn/ycgg/sd/live.m3u8
银川生活,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8
营山电视台,http://live.ysxtv.cn:8081/Ch1/playlist.m3u8
永年健康频道,http://hbyn.chinashadt.com:1936/live/stream:ynjk.stream_360p/playlist.m3u8
永年民生频道,http://hbyn.chinashadt.com:1936/live/stream:ynms.stream_360p/playlist.m3u8
永新电视二套,http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
永新电视三套,http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
永新电视一套,http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
优漫卡通,http://121.31.30.90:8085/ysten-business/live/youmankaton/yst.m3u8
余干综合频道,http://36941.hlsplay.aodianyun.com/guangdianyun_36941/tv_channel_489.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚幸福生活,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
榆树综合频道,http://stream.zhystv.com/yset/sd/live.m3u8
榆树综艺频道,http://stream.zhystv.com/ysyt/sd/live.m3u8
玉树新闻频道,http://stream.ysbtv.net/1/sd/live.m3u8
元阳综合,http://221.3.215.44:9099/yytv/yytv.m3u8
岳西图文频道,http://58.243.4.22:1935/live/tuwen/playlist.m3u8
岳西影视频道,http://58.243.4.22:1935/live/yingshi/playlist.m3u8
岳西综合频道,http://58.243.4.22:1935/live/zonghe/playlist.m3u8
云南卫视,http://121.31.30.90:8085/ysten-business/live/yunnanstv/yst.m3u8
赞皇综合,http://hbzz.chinashadt.com:2036/zhibo/4.stream/playlist.m3u8
枣强综合,http://hbzq.chinashadt.com:1936/live/zaoqiang5.stream_360p/palylist.m3u8
枣庄公共频道,http://stream.zzgd.tv/3/sd/live.m3u8
枣庄教育频道,http://stream.zzgd.tv/2/sd/live.m3u8
枣庄新闻综合,http://stream.zzgd.tv/1/sd/live.m3u8
张家港社会生活,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家界1,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
长春商业,http://stream.chinactv.com/ctv4/sd/live.m3u8
长春市民,http://stream.chinactv.com/ctv3/sd/live.m3u8
长春新知,http://stream.chinactv.com/ctv5/sd/live.m3u8
长春娱乐,http://stream.chinactv.com/ctv2/sd/live.m3u8
长春综合,http://stream2.jlntv.cn/jlcc/sd/live.m3u8
长丰生活影院,http://218.23.114.19:1935/live/yingshi/playlist.m3u8
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
长沙磁浮移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_355.m3u8
长沙地铁移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
长沙公交移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_357.m3u8
长沙购物,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_354.m3u8
